"problem_id","topic_id","problem_title","problem_description","difficulty","expected_output","hints"
"187","193","Software Update Manager,Write a Python script to manage software version updates for 5 modules.,Intermediate","Console output: ""Updated: 3""","- Use a version dictionary."
"188","193","Version Control Simulator,Build a Python script to simulate a Git commit history.,Intermediate","Console output: commit log","- Use a list of commits."
"189","194","Trusted Boot Verifier,Create a Python script to simulate verifying a trusted boot process.,Intermediate","Console output: ""Boot trusted""","- Use a mock signature check."
"190","194","TPM Data Protector,Write a Python script to simulate TPM-encrypted data storage.,Intermediate","Console output: ""Data encrypted""","- Use a mock encryption."
"191","195","Humanoid Gesture Simulator,Design a Python script to simulate a humanoid robot’s arm gesture (e.g., wave).,Intermediate","Console output: ""Gesture: Wave""","- Use coordinate changes."
"192","195","Humanoid Speech Synth,Create a Python script to simulate a humanoid’s speech response.,Intermediate","Console output: ""Hello""","- Use gTTS or similar."
"193","196","Data Governance Tracker,Build a Python script to track data access logs for 5 users.,Intermediate","Console output: ""Access log""","- Use a list of tuples."
"194","196","Data Policy Enforcer,Write a Python script to enforce data retention policies.,Intermediate","Console output: ""Retained: 3""","- Use a time-based rule."
"195","197","Quantum AI Optimizer,Write a Python script using Pennylane to optimize a quantum circuit.,Advanced","Console output: ""Optimized cost""","- Use qml.optimizers."
"196","197","QAI Bias Checker,Build a Python script to check bias in a quantum AI model.,Advanced","Console output: ""Bias: 0.1""","- Use fairness metrics."
"197","198","Hyperledger Smart Contract,Create a Python script to simulate a Hyperledger Fabric smart contract.,Advanced","Console output: ""Contract executed""","- Use a mock ledger."
"198","198","Hyperledger Network,Write a Python script to simulate a Hyperledger network with 3 nodes.,Advanced","Console output: ""Network active""","- Use a node list."
"199","199","Computational Bio Analyzer,Write a Python script to analyze a DNA sequence for GC content.,Intermediate","Console output: ""GC: 60%""","- Use string counting."
"200","199","Protein Structure Predictor,Create a Python script to predict a simple protein structure.,Advanced","Console output: structure","- Use a basic algorithm."
"201","200","Python Calculator,Build a Python script with a function to perform basic arithmetic (add, subtract, multiply, divide) based on user input.,Beginner,Console output of calculation results (e.g."," 5 + 3 = 8)","- Use if-elif for operation selection; handle division by zero."
"202","200","Data Analyzer,Write a Python program to read a CSV file, calculate the average of a numeric column, and print the result.,Intermediate,Output of average (e.g."," 75.5)","- Use pandas or csv module; test with a sample file."
"203","201","Personal Webpage,Design a static HTML webpage with your name, a photo, and a brief bio using at least three different tags.,Beginner,A rendered webpage with text and image,- Use <h1>"," <p>"," and <img> tags; link a local image."
"204","201","Multi-Section Site,Create an HTML file with a header, navigation bar, and footer sections for a simple portfolio site.,Intermediate,A webpage with distinct header, nav, and footer sections,- Use <header>"," <nav>"," and <footer> tags."
"205","202","Styled Portfolio,Design a CSS stylesheet to style the portfolio site from problem 204, adding colors, fonts, and a centered layout.,Intermediate,A styled webpage with custom colors and layout,- Use background-color"," font-family"," and margin: 0 auto."
"206","202","Responsive Design,Enhance the portfolio site with CSS media queries to make it responsive for mobile (max-width: 600px).,Intermediate","A webpage adjusting layout on mobile view","- Use @media query to adjust div widths."
"207","203","To-Do List App,Build a JavaScript program that adds and removes items from a to-do list displayed on a webpage, using DOM manipulation.,Intermediate","A webpage with a dynamic list updated by buttons","- Use document.createElement and event listeners."
"208","203","Interactive Calculator,Create a JavaScript function to build a calculator that performs addition on a webpage with input fields and a result display.,Intermediate","A webpage showing 5 + 3 = 8 after button click","- Use parseInt for input conversion; update innerHTML."
"209","204","Student Database,Design a SQL script to create a table for students with columns (id, name, age) and insert 5 sample records.,Beginner","A table with 5 rows in a database","- Use CREATE TABLE and INSERT INTO; test with SELECT."
"210","204","Query Analyzer,Write a SQL query to find the average age of students and group them by age range (e.g., <20, 20-30, >30).,Intermediate","Output of average ages per group","- Use AVG and CASE for age ranges."
"211","205","Java File Reader,Develop a Java program to read a text file and count the number of words, outputting the total.,Intermediate,Console output (e.g."," ""Word count: 50"")","- Use FileReader and split by spaces."
"212","205","Bank Account Class,Create a Java class BankAccount with methods to deposit, withdraw, and check balance, handling overdraft.,Intermediate,Console output of balance (e.g."," 100 after deposit)","- Use private fields and public methods."
"213","206","R Data Plot,Write an R script to generate a bar plot of a vector containing the ages of 5 people (e.g., 25, 30, 22, 35, 28).,Intermediate","A bar plot displayed in R console","- Use barplot() function; label axes."
"214","206","Statistical Summary,Create an R program to calculate the mean, median, and standard deviation of a dataset of 10 random numbers.,Intermediate,Console output of stats (e.g., mean: 50),- Use mean()"," median()"," and sd() functions."
"215","207","C String Reverser,Write a C program to reverse a string using pointers and print the result.,Intermediate","Output: ""hello"" → ""olleh""","- Use char pointers and a loop to swap characters."
"216","207","C File Writer,Create a C program to write 10 integers to a text file and read them back to verify.,Intermediate,File contains 1-10, console shows same,- Use fopen"," fprintf"," and fscanf."
"217","208","C++ Class Calculator,Design a C++ class Calculator with methods to add and subtract, tested with user input.,Intermediate","Console output: 5 + 3 = 8","- Use public methods and cin for input."
"218","208","C++ Template Function,Implement a C++ template function to find the maximum of two numbers of any type.,Intermediate,Output: max(5"," 3) = 5","- Use template<typename T> syntax."
"219","209","PHP Form Handler,Build a PHP webpage with a form to collect a name and email, displaying them on submission.,Intermediate,Webpage shows ""Name: John"," Email: john@example.com""","- Use $_POST and echo."
"220","209","PHP Session Manager,Create a PHP script to manage user sessions with a login/logout system.,Intermediate","Webpage shows ""Logged in""","- Use session_start()."
"221","210","Ruby Greeting App,Create a Ruby script to ask for a user’s name and print a personalized greeting 3 times.,Beginner,Console output: ""Hello"," John!"" x3","- Use gets.chomp and a loop."
"222","210","Ruby File Processor,Write a Ruby script to read a text file and count lines.,Intermediate","Console output: ""Lines: 5""","- Use File.foreach."
"223","211","Swift View Controller,Design a Swift iOS app with a view controller displaying a label and button.,Intermediate","A rendered iOS screen with label/button","- Use UIKit and viewDidLoad()."
"224","211","Swift Data Model,Create a Swift class to model a user with name and age, testable with 3 instances.,Intermediate","Console output: user data","- Use struct or class."
"225","212","Kotlin Recycler View,Build a Kotlin Android app with a RecyclerView to display a list of 5 items.,Intermediate","A scrollable list in Android","- Use RecyclerView.Adapter."
"226","212","Kotlin Coroutine Task,Write a Kotlin script to run 3 coroutines and print their results.,Intermediate","Console output: coroutine results","- Use launch and async."
"227","213","Go Web Server,Create a Go program to start a simple web server serving a ""Hello, World"" page.,Intermediate,Webpage: ""Hello"," World"" at localhost:8080","- Use http.ListenAndServe()."
"228","213","Go Concurrent Server,Design a Go server to handle 10 concurrent client connections.,Intermediate","Console output: connections handled","- Use goroutines."
"229","214","Rust File Reader,Write a Rust program to read a text file and print its contents.,Intermediate","Console output: file contents","- Use std::fs::read_to_string."
"230","214","Rust Error Handler,Create a Rust program to handle file read errors gracefully.,Intermediate","Console output: error message","- Use Result and match."
"231","215","TypeScript Calculator,Build a TypeScript webpage with a calculator function adding two numbers from input fields.,Intermediate","Webpage shows 5 + 3 = 8","- Use type annotations and DOM."
"232","215","TypeScript Module System,Write a TypeScript module to export a math utility function, imported in another file.,Intermediate","Console output: function result","- Use export and import."
"233","216","Scala Parallel Task,Create a Scala script to run 3 tasks in parallel and print their completion times.,Intermediate","Console output: task times","- Use Future.sequence."
"234","216","Scala Pattern Matching,Design a Scala script to use pattern matching on a list of 5 elements.,Intermediate","Console output: matched cases","- Use match expression."
"235","217","Perl Data Parser,Write a Perl script to parse a CSV file with 5 rows and print the data.,Intermediate","Console output: parsed rows","- Use Text::CSV module."
"236","217","Perl Web Scraper,Create a Perl script to scrape links from a sample HTML file.,Intermediate","Console output: link list","- Use HTML::LinkExtor."
"237","218","Shell Backup Script,Design a Bash script to back up a directory to a timestamped folder.,Beginner","New folder with files","- Use cp and date command."
"238","218","Shell Task Automator,Write a Bash script to automate 3 system tasks (e.g., update, clean).,Intermediate","Console output: tasks completed","- Use sequential commands."
"239","219","MATLAB Signal Plot,Create a MATLAB script to plot a sine wave over 100 points.,Intermediate","A sine wave graph","- Use plot() and sin()."
"240","219","MATLAB Image Filter,Write a MATLAB script to apply a blur filter to a 100x100 image.,Intermediate","Blurred image","- Use imfilter()."
"241","220","Julia Matrix Solver,Write a Julia script to solve a 3x3 linear system using built-in functions.,Intermediate","Console output: solution vector","- Use \ operator."
"242","220","Julia Data Visualizer,Create a Julia script to plot a scatter graph of 10 points.,Intermediate","A scatter plot","- Use Plots.jl."
"243","221","COBOL File Processor,Build a COBOL program to read a file with 5 records and print them.,Intermediate","Console output: records","- Use FILE SECTION and READ."
"244","221","COBOL Report Generator,Write a COBOL program to generate a report from a file with 5 records.,Intermediate","Console output: formatted report","- Use REPORT SECTION."
"245","222","Fortran Array Calculator,Create a Fortran program to sum a 10-element array and print the result.,Intermediate,Console output: sum (e.g."," 55)","- Use DO loop."
"246","222","Fortran Matrix Multiplier,Write a Fortran program to multiply two 3x3 matrices.,Intermediate","Console output: result matrix","- Use nested DO loops."
"247","223","Assembly Number Adder,Write an x86 Assembly program to add two numbers and store the result.,Advanced,Register holds sum (e.g."," 8)","- Use MOV and ADD instructions."
"248","223","Assembly Loop Counter,Create an x86 Assembly program to count from 1 to 10.,Advanced","Console output: 1 to 10","- Use LOOP instruction."
"249","224","Elixir Message Passer,Design an Elixir script with 2 processes passing a message back and forth.,Intermediate","Console output: ""Message received""","- Use spawn and send."
"250","224","Elixir Task Supervisor,Write an Elixir script to supervise 3 tasks with a supervisor.,Intermediate","Console output: task statuses","- Use Supervisor.start_link()."
"251","225","Haskell List Filter,Write a Haskell function to filter a list for even numbers, testable with [1..10].,Intermediate,Console output: [2,4,6,8","10]","- Use filter and even."
"252","225","Haskell Monad Example,Create a Haskell script to use a Maybe monad for safe division.,Intermediate","Console output: ""Result: Just 5""","- Use return and >>=."
"253","226","Lua Game Score,Create a Lua script for a game to track and display a score increasing by 10 each round.,Beginner","Console output: ""Score: 20""","- Use a while loop."
"254","226","Lua Table Sorter,Write a Lua script to sort a table of 5 numbers.,Intermediate","Console output: sorted table","- Use table.sort()."
"255","227","Groovy Web Scraper,Build a Groovy script to scrape titles from a sample HTML file.,Intermediate","Console output: list of titles","- Use XmlSlurper."
"256","227","Groovy JSON Parser,Create a Groovy script to parse a JSON file with 5 objects.,Intermediate","Console output: parsed data","- Use JsonSlurper."
"257","228","PowerShell File Lister,Write a PowerShell script to list all .txt files in a directory.,Beginner","Console output: file list","- Use Get-ChildItem."
"258","228","PowerShell Task Scheduler,Design a PowerShell script to schedule a task to run daily.,Intermediate","Console output: task scheduled","- Use Register-ScheduledJob."
"259","229","Dart Todo App,Design a Dart console app to manage a to-do list with add and remove functions.,Intermediate","Console output: updated list","- Use a List<dynamic>."
"260","229","Dart Web Client,Create a Dart script to fetch data from a public API.,Intermediate","Console output: API data","- Use http package."
"261","230","Objective-C Counter,Create an Objective-C program with a class to increment a counter 5 times.,Intermediate","Console output: ""Count: 5""","- Use @property and a loop."
"262","230","Objective-C File Reader,Write an Objective-C program to read a text file and print lines.,Intermediate","Console output: file lines","- Use NSString."
"263","231","VB.NET Form Designer,Build a VB.NET Windows Form with a button and label showing click count.,Intermediate","Form shows ""Clicks: 3""","- Use Button.Click event."
"264","231","VB.NET Database Query,Create a VB.NET app to query a database and display results.,Intermediate","Form shows data","- Use DataGridView."
"265","232","SAS Data Summary,Write a SAS script to summarize a dataset with 10 observations.,Intermediate","Console output: summary stats","- Use PROC MEANS."
"266","232","SAS Report Generator,Build a SAS script to generate a formatted report from a dataset.,Intermediate","Console output: report","- Use PROC REPORT."
"267","233","Prolog Family Tree,Create a Prolog program to define a family tree and query parent relationships.,Intermediate","Console output: ""Parent: yes""","- Use facts and queries."
"268","233","Prolog Logic Solver,Write a Prolog script to solve a simple logic puzzle (e.g., 3 houses).,Intermediate","Console output: solution","- Use constraints."
"269","234","Scheme List Reverser,Write a Scheme function to reverse a list, testable with (1 2 3).,Intermediate","Console output: (3 2 1)","- Use recursion."
"270","234","Scheme Tree Builder,Create a Scheme script to build a binary tree and print it.,Intermediate","Console output: tree","- Use cons and car/cdr."
"271","235","Smalltalk Counter,Design a Smalltalk script to create an object counting up to 5.,Intermediate","Console output: ""Count: 5""","- Use a loop method."
"272","235","Smalltalk GUI,Write a Smalltalk script to create a simple GUI with a button.,Intermediate","A window with button","- Use Morph."
"273","236","Ada Task Manager,Build an Ada program to manage 3 concurrent tasks printing messages.,Intermediate","Console output: task messages","- Use task type."
"274","236","Ada Exception Handler,Create an Ada program to handle a division-by-zero exception.,Intermediate","Console output: error message","- Use exception block."
"275","237","CLIPS Expert System,Create a CLIPS rule-based system to diagnose a simple fault (e.g., ""light off"").,Intermediate","Console output: ""Diagnosis: Bulb""","- Use (defrule)."
"276","237","CLIPS Inference Engine,Write a CLIPS script to infer a conclusion from 5 facts.,Intermediate","Console output: conclusion","- Use (assert)."
"277","238","Erlang Process Ping,Write an Erlang script with 2 processes pinging each other.,Intermediate","Console output: ""Ping received""","- Use spawn and !."
"278","238","Erlang Distributed Node,Create an Erlang script to connect 2 distributed nodes.,Intermediate","Console output: ""Nodes linked""","- Use net_adm:ping()."
"279","239","F# Sequence Generator,Design an F# script to generate a sequence of Fibonacci numbers up to 10.,Intermediate,Console output: [0,1,1,2,3,5","8]","- Use recursion."
"280","239","F# Async Task,Write an F# script to run 3 asynchronous tasks.,Intermediate","Console output: task results","- Use async."
"281","240","D Array Sorter,Write a D program to sort an array of 5 integers using a bubble sort.,Intermediate","Console output: sorted array","- Use a for loop."
"282","240","D File Writer,Create a D program to write a string to a file.,Intermediate","Console output: ""Written""","- Use std.stdio."
"283","241","Crystal Web Server,Create a Crystal script to start a web server serving a static page.,Intermediate","Webpage at localhost:8080","- Use HTTP::Server."
"284","241","Crystal JSON Parser,Write a Crystal script to parse a JSON file with 5 objects.,Intermediate","Console output: parsed data","- Use JSON.parse."
"285","242","Nim File Encoder,Build a Nim program to encode a text file with base64.,Intermediate","Console output: encoded text","- Use encode() function."
"286","242","Nim Web Client,Create a Nim script to fetch data from a public API.,Intermediate","Console output: API data","- Use httpclient."
"287","243","OCaml List Mapper,Write an OCaml function to double each element in a list, testable with [1;2;3].,Intermediate","Console output: [2;4;6]","- Use List.map."
"288","243","OCaml Recursive Solver,Design an OCaml function to solve a factorial recursively.,Intermediate","Console output: ""6""","- Use let rec."
"289","244","Pascal File Reader,Create a Pascal program to read a text file and count lines.,Intermediate","Console output: ""Lines: 5""","- Use TextFile and ReadLn."
"290","244","Pascal Array Sorter,Write a Pascal program to sort an array of 5 integers.,Intermediate","Console output: sorted array","- Use a bubble sort."
"291","245","Delphi Database Viewer,Design a Delphi app to display a database table in a grid.,Intermediate","A form with data grid","- Use TADOConnection."
"292","245","Delphi Chart Creator,Create a Delphi app to display a chart of 5 data points.,Intermediate","A form with chart","- Use TChart."
"293","246","APL Array Calculator,Write an APL script to sum a 3x3 matrix.,Intermediate,Console output: sum (e.g."," 45)","- Use +/⍵."
"294","246","APL Matrix Inverter,Create an APL script to invert a 2x2 matrix.,Intermediate","Console output: inverted matrix","- Use matrix operations."
"295","247","Logo Turtle Drawer,Create a Logo script to draw a square using the turtle.,Beginner","A square on screen","- Use REPEAT 4 [FD 100 RT 90]."
"296","247","Logo Spiral Generator,Write a Logo script to draw a spiral with 10 turns.,Intermediate","A spiral on screen","- Use REPEAT with increasing FD."
"297","248","Forth Stack Calculator,Build a Forth program to add two numbers using the stack.,Intermediate","Console output: ""Sum: 8""","- Use : and +."
"298","248","Forth Loop Counter,Create a Forth program to count from 1 to 5.,Intermediate","Console output: 1 to 5","- Use DO LOOP."
"299","249","VBA Excel Macro,Write a VBA macro to sum a column of 10 numbers in Excel.,Intermediate,Excel cell shows sum (e.g."," 55)","- Use Range and Sum."
"300","249","VBA Chart Generator,Create a VBA macro to generate a bar chart from 5 data points in Excel.,Intermediate","Excel shows bar chart","- Use Charts.Add."
